Subcategory,Category,Brand Description,Size (ml),Per Case,Product Code,Case Price (VAT Excl),Case Price (VAT Incl),Bottle Price (VAT Excl),Bottle Price (VAT Incl),UPC,MSRP Price (Bottle)
Californian Wine,Wine,Just Wine Riesling,750,6,JUS-RIES-750x6,530.4,596.7,88.4,99.45,4049366005478.0,79.0
Californian Wine,Wine,Just Wine Sauvignon Blanc,750,6,JUS-SAUB-750x6,530.4,596.7,88.4,99.45,3770019267387.0,79.0
Californian Wine,Wine,Three Finger Jack Gold Mine Char 2019,750,12,TFJ-GMCH-750x12,1622.22,1825.0,135.19,152.08,82242016137.0,184.95
Californian Wine,Wine,Three Finger Jack Rum Barrel Red Blend 2,750,12,TFJ-RBRB-750x12,1622.22,1825.0,135.19,152.08,82242016131.0,184.95
Californian Wine,Wine,Noble Vines 152 Pinot Grigio,750,12,DFV-152P-750x12,1761.76,1988.91,146.81,165.17,82242014618.0,206.46
Californian Wine,Wine,Noble Vines 181 Merlot,750,12,DFV-181-750x12,1530.74,1722.08,127.56,143.51,82242447430.0,179.38
Californian Wine,Wine,Noble Vines 337 Cabernet Sauvignon,750,12,DFV-337C-750x12,1511.26,1700.17,125.94,141.68,82242280433.0,177.1
Californian Wine,Wine,Noble Vines 515 Rose,750,12,DFV-515R-750x12,1743.04,1981.98,145.83,165.17,82242014298.0,206.46
Californian Wine,Wine,Noble Vines 667 Pinot Noir 750ml,750,12,DFV-667P-750x12,1691.87,1903.35,140.99,158.01,82242544030.0,198.27
Californian Wine,Wine,Noble Vines Marquis Red 750mlx12,750,12,DFV-NVRB-750x12,1371.11,1563.46,115.93,130.04,82242013090.0,157.95
Uncategorized,Uncategorized,Port Barrel Aged Pinot Noir 2020,750,12,POR-1924-750x12,2227.68,2506.14,185.64,208.85,82242016475.0,261.06
Uncategorized,Uncategorized,Sauvignon Blanc 2020,750,12,SAV-1924-750x12,2121.6,2386.8,163.8,184.0,82242016735.0,219.99
Uncategorized,Uncategorized,Scotch Barrel Aged Chardonnay 2019,750,12,CHA-1924-750x12,2121.6,2386.8,176.8,198.0,82242014901.0,248.63
Uncategorized,Uncategorized,L’Appassioné Metallic Label,750,6,SART-APAS-750x6,748.38,841.93,124.73,140.32,8005390043080.0,175.4
Amaro,Liqueurs,Amarone Valp. Classico 'Corte Bra',750,6,SART-AMAR-750x6,1790.88,2014.74,298.48,335.79,8005390046647.0,419.74
Italian Wine,Wine,Banfi Asti Spumante 750x6,750,6,BAN-ASTI-750x6,945.91,1064.15,157.65,177.36,80516004306.0,221.69
Italian Wine,Wine,Banfi Centine Rosso 750x12,750,12,BAN-CENT-750x12,1336.59,1503.66,111.38,125.31,80516048543.0,156.63
Italian Wine,Wine,Banfi Chianti Class 750x12,750,12,BAN-CHIA-750x12,1602.63,1802.96,133.55,150.25,80516108856.0,187.81
Italian Wine,Wine,Banfi Chianti Class Res 750x12,750,12,BAN-CHRI-750x12,1723.87,1939.35,143.65,161.6,80516108630.0,199.93
Italian Wine,Wine,Banfi Chianti in Flask 750x12,750,12,BAN-CHFL-750x12,1434.53,1613.85,119.54,134.49,80516102245.0,168.11
Italian Wine,Wine,Banfi Col Di Sasso 750x12,750,12,BAN-CDSA-750x12,1211.93,1363.42,100.99,113.62,80516052946.0,142.02
Italian Wine,Wine,Banfi Fontanelle Chard 750mlx12,750,12,BAN-FOCH-750x12,1558.22,1753.0,124.85,140.83,80516104083.0,169.99
Italian Wine,Wine,Banfi La Lus Albarassa 750mlx6,750,6,BAN-LALU-750x6,905.33,1018.59,150.89,169.75,8000016030284.0,189.95
Italian Wine,Wine,Banfi Le Rime P/Grigio 750x12,750,12,BAN-RIME-750x12,1164.8,1310.4,97.07,109.2,80516062044.0,155.84
Italian Wine,Wine,Banfi Rosa Regale 750mlx6,750,6,BAN-BALR-750x6,1120.0,1260.0,186.67,210.0,80516014695.0,229.95
Uncategorized,Uncategorized,Bardolino Ca’Nova DOC Classico,750,6,SART-BCLA-750x6,703.73,791.7,117.29,131.95,8005390002209.0,149.95
Italian Wine,Wine,Brunello Di Montalcino Vigna Marrucheto,750,6,BAN-BRUV-750x6,755.56,849.0,459.26,516.67,805167000847.0,639.95
Italian Wine,Wine,Castelgiocondo Brunello Di Montalcino,750,6,CAS-BRUN-750x6,2006.05,2256.81,334.33,376.13,,470.17
Uncategorized,Uncategorized,Collepino Sangiovese Merlot 750x12,750,12,BAN-COLL-750x12,1315.25,1479.66,109.6,123.3,80514606244.0,154.13
Italian Wine,Wine,Danzante Chianti DOCG 750x6,750,6,DAN-CHIA-750x6,689.18,753.35,114.86,125.55,8022840750084.0,161.53
Italian Wine,Wine,Danzante Pinot Grigio IGT 750x6,750,6,DAN-PIGO-750x6,679.46,764.39,114.43,127.4,8022840759884.0,159.24
Italian Wine,Wine,Danzante Prosecco 750x6,750,6,DAN-PROS-750x6,1410.67,1587.0,235.11,264.5,8022840000028.0,330.99
Italian Wine,Wine,Gemma Di Luna Moscato 24x187ml,187,24,GEM-MOSC-187x24,1712.89,1927.0,71.37,80.29,85760004554.0,99.99
Italian Wine,Wine,Gemma Di Luna Moscato 6x750ml,750,6,GEM-MOSC-750x6,1539.56,1732.01,256.59,288.67,8003625000402.0,360.99
Italian Wine,Wine,Gemma Di Luna Pinot Grigio 12x750ml,750,12,GEM-PGRI-750x12,2980.44,3353.0,248.37,279.42,8003625003739.0,359.99
Italian Wine,Wine,Gemma Di Luna Prosecco Spumante,750,12,GEM-PROS-750x12,3075.56,3450.0,256.3,288.83,8003625001562.0,359.99
Italian Wine,Wine,Gemma Di Luna Prosecco 187x24,187,24,GEM-PROS-187x24,1893.33,2130.0,78.89,88.75,8003625000602.0,104.0
Italian Wine,Wine,Placido Moscato,750,6,BAN-PMOS-750x6,1303.11,1466.6,217.19,244.33,805161750004.0,300.0
Uncategorized,Uncategorized,Rosa Regale White 2020,750,6,BAN-BALW-750x6,1600.0,1820.0,266.67,300.0,80516749242.0,374.99
Uncategorized,Uncategorized,Serena Sauvignon Bla,750,6,BAN-SERE-750x6,934.75,1051.59,155.79,175.0,80516749242.0,211.52
Italian Wine,Wine,Ti Amo Prosecco Spumante Brut,750,6,SART-ERFO-750x6,1568.0,1764.0,261.33,294.0,800539004650.0,367.99
Italian Wine,Wine,Valpolicella DOC Classico Montagradella,750,6,SART-VCLA-750x6,829.92,934.38,155.61,175.0,800539000529.0,179.93
Uncategorized,Uncategorized,Villa Mura Cabernet Sauvignon,750,6,SART-VMCA-750x6,557.26,626.85,92.87,104.48,800539002607.0,144.94
Uncategorized,Uncategorized,Villa Mura Pinot Bianco,750,6,SART-VMPB-750x6,579.49,651.98,96.58,108.65,800539008132.0,135.82
Italian Wine,Wine,Voga Italia Rosa - 750mlx6,750,6,SSI-VIRO-750x6,916.02,1030.5,152.67,171.75,8003625072845.0,214.7
Italian Wine,Wine,Voga Moscato 750mlx6,750,6,SSI-VIMO-750x6,705.67,793.88,132.31,148.5,8003625071532.0,165.39
Italian Wine,Wine,Voga Pinot Grigio 750mlx6,750,6,SSI-VIPG-750x6,705.67,793.88,132.31,148.5,8003625070498.0,165.39
Italian Wine,Wine,Voga Prosecco 750ml x6,750,6,SSI-VPRO-750x6,1707.56,1921.01,284.59,320.17,8003625020448.0,399.99
Uncategorized,Uncategorized,Barrel Select - Cabernet Sauvignon,750,12,NOR-BSCS-750x12,1342.6,1510.43,111.88,125.87,7792319065292.0,157.33
Uncategorized,Uncategorized,Barrel Select - Malbec,750,12,NOR-BSMA-750x12,1342.6,1510.43,111.88,125.87,7792319677792.0,157.33
Uncategorized,Uncategorized,Barrel Select - Merlot,750,12,NOR-BSME-750x12,1342.6,1510.43,111.88,125.87,7792319065285.0,157.33
Uncategorized,Uncategorized,Barrel Select - Chardonnay,750,12,NOR-BSCH-750x12,1342.6,1510.43,111.88,125.87,7792319677115.0,157.33
Argentinian Wine,Wine,Fuzion Red Sweet,750,12,FAM-FUWS-750x12,1118.21,1257.99,93.18,104.83,7791728240771.0,131.04
Argentinian Wine,Wine,Fuzion White Sweet,750,12,FAM-FUWS-750x12,1118.21,1257.99,93.18,104.83,7791728240788.0,131.04
Argentinian Wine,Wine,Jose Zuccardi Malbec - Cab Sauv,750,6,ZUCM-JOSE-750x6,1853.51,2085.2,308.92,347.53,7791728109695.0,434.42
Uncategorized,Uncategorized,Julia Dulce Natural,750,6,FAM-DULC-750x6,1463.11,1646.0,243.85,274.33,7791728090200.0,342.99
Argentinian Wine,Wine,Norton Late Harvest - Chardonnay 750mlx12,750,12,NOR-LHCH-750x12,1133.6,1275.3,94.47,106.28,7792319020716.0,132.84
Argentinian Wine,Wine,Norton Late Harvest - Merlot - 750x12,750,12,NOR-LHME-750x12,1133.6,1275.3,94.47,106.28,7792319060273.0,132.84
Argentinian Wine,Wine,Norton Late Harvest Malbec - 750x12,750,12,NOR-LHMA-750x12,1133.6,1275.3,94.47,106.28,7792319003119.0,132.84
Argentinian Wine,Wine,Norton Late Harvest Malbec - 750x6,750,6,NOR-LHMA-750x6,566.8,637.65,94.47,106.28,7792319003119.0,132.84
Argentinian Wine,Wine,Privada,750,12,NOR-PRIV-750x12,2129.5,2395.69,177.46,199.64,7792319678027.0,249.95
Uncategorized,Uncategorized,Reserve - Chardonnay 750mlx12,750,12,NOR-RECH-750x12,1583.4,1781.33,131.95,148.44,7792319686876.0,185.56
Uncategorized,Uncategorized,Reserve - Malbec,750,12,NOR-REMA-750x12,1583.4,1781.33,131.95,148.44,7792319678010.0,185.56
Uncategorized,Uncategorized,Reserve - Cab Cabernet Sauvignon,750,12,NOR-RECS-750x12,1583.4,1781.33,131.95,148.44,7792319678003.0,185.56
Argentinian Wine,Wine,Santa Julia Chardonnay,750,12,FAM-CHAR-750x12,1184.23,1332.26,98.69,111.02,7791728000122.0,138.78
Argentinian Wine,Wine,Santa Julia Classic Cuvee,750,6,FAM-SJCU-750x6,1464.0,1647.0,244.0,274.5,7791728243498.0,342.99
Argentinian Wine,Wine,"Santa Julia Coleccion, Chenin Chardonnay",750,12,FAM-COCC-750x12,1118.21,1257.99,93.18,104.83,7791728019230.0,131.04
Argentinian Wine,Wine,"Santa Julia Coleccion, Shiraz Malbec",750,12,FAM-COMS-750x12,1118.21,1257.99,93.18,104.83,7791728050070.0,131.04
Argentinian Wine,Wine,"Santa Julia Magna, Red Blend",750,6,FAM-MRED-750x6,834.99,939.36,139.17,156.56,7791728020409.0,195.71
Argentinian Wine,Wine,Santa Julia Malbec,750,12,FAM-MALB-750x12,1182.25,1330.03,98.52,110.84,7791728000160.0,138.54
Argentinian Wine,Wine,Santa Julia Merlot,750,12,FAM-MERL-750x12,1182.25,1330.03,98.52,110.84,7791728000896.0,138.54
Argentinian Wine,Wine,Santa Julia Pinot Grigio,750,12,FAM-PIGR-750x12,1182.25,1330.03,98.52,110.84,7791728021035.0,138.54
Argentinian Wine,Wine,"Santa Julia Reserva, Malbec",750,12,FAM-RMAL-750x12,1335.6,1502.55,111.3,125.21,7791728000566.0,156.52
Uncategorized,Uncategorized,Young Varietals - Cabernet Sauvignon,750,12,NOR-YVCS-750x12,1100.74,1238.33,91.73,103.19,7792319677969.0,128.99
Uncategorized,Uncategorized,Young Varietals - Chardonnay,750,12,NOR-YVCH-750x12,1100.74,1238.33,91.73,103.19,7792319677938.0,128.99
Uncategorized,Uncategorized,Young Varietals - Malbec,750,12,NOR-YVMA-750x12,1100.74,1238.33,91.73,103.19,7792319677976.0,128.99
Uncategorized,Uncategorized,Young Varietals - Merlot Rose,750,12,NOR-YVMR-750x12,1100.74,1238.33,91.73,103.19,7792319677945.0,128.99
Uncategorized,Uncategorized,Young Varietals - Sauvignon Blanc,750,12,NOR-YVSB-750x12,1100.74,1238.33,91.73,103.19,7792319678195.0,128.99
Argentinian Wine,Wine,Zuccardi Concreto Malbec,750,6,ZUCM-CONC-750x6,1666.67,1875.0,277.78,312.5,7791728080845.0,369.95
Argentinian Wine,Wine,Zuccardi Series A Cab Sauv,750,12,ZUCA-CABS-750x12,1635.58,1840.03,136.3,153.34,7791728004298.0,191.67
Argentinian Wine,Wine,Zuccardi Series A Malbec,750,12,ZUCA-MALB-750x12,1635.58,1840.03,136.3,153.34,7791728021301.0,191.67
Argentinian Wine,Wine,Zuccardi Series A Torrontes,750,12,ZUCA-TORR-750x12,1635.58,1840.03,136.3,153.34,7791728003253.0,191.67
Argentinian Wine,Wine,Zuccardi Series Q Cab. Sauv,750,12,ZUQC-CABS-750x12,2227.68,2506.14,185.64,208.85,7791728010082.0,261.06
Argentinian Wine,Wine,Zuccardi Series Q Chardonnay,750,12,ZUQC-CHAR-750x12,2227.68,2506.14,185.64,208.85,7791728001532.0,261.06
Argentinian Wine,Wine,Zuccardi Series Q Malbec,750,12,ZUQC-MALB-750x12,2227.68,2506.14,185.64,208.85,7791728001075.0,261.06
Argentinian Wine,Wine,Zuccardi Series Q Tempranillo,750,12,ZUQC-TEMP-750x12,2121.6,2386.8,176.8,198.9,7791728000962.0,248.63
Vodka,Vodka,Zuccardi Titoblend Malbec - Cab Franc,750,6,ZUCT-CABF-750x6,1733.34,1950.01,288.89,325.0,7791728006742.0,406.25
South African Wine,Wine,Golden Kaan Cabernet Sauvignon,750,6,GOLD-CASA-750x6,653.33,735.0,108.89,122.5,6002323000785.0,149.95
South African Wine,Wine,Golden Kaan Sauvignon Blanc,750,6,GOLD-SBLA-750x6,653.33,735.0,108.89,122.5,6002323000709.0,149.95
South African Wine,Wine,Golden Kaan Shiraz,750,6,GOLD-SHIR-750x6,653.33,735.0,108.89,122.5,6002323000747.0,149.95
South African Wine,Wine,Golden Kaan Shiraz Rose,750,6,GOLD-SROS-750x6,653.33,735.0,108.89,122.5,6002323031204.0,149.95
South African Wine,Wine,Obikwa Cabernet Sauvignon,750,6,OBIK-CASA-750x6,611.52,687.96,101.92,114.66,6001018002846.0,143.33
South African Wine,Wine,Obikwa Moscato,750,6,OBIK-MOSC-750x6,562.02,632.27,93.67,105.38,6001108055224.0,131.73
South African Wine,Wine,Obikwa Natural Sweet Red,750,6,OBIK-NSWR-750x6,562.02,632.27,93.67,105.38,6001108045034.0,131.73
South African Wine,Wine,Obikwa Pinot Grigio,750,12,OBIK-PIGR-750x12,1164.8,1310.4,97.07,109.2,763878002223.0,136.5
German Wine,Wine,Schmitt Sohne Smith Blue Riesling,750,12,SSW-BLRE-750x12,1292.93,1454.55,107.74,121.21,88474012802.0,151.52
Japanese Sake,Wine,Soto Sake Premium Junmai,720,12,SAK-JUNM-720x12,3292.44,3704.0,274.37,308.67,816136024854.0,385.99
Gin,Gin,Soto Sake Super Premium Daiginjo,720,6,SAK-DAIG-720x6,2529.78,2846.0,421.63,474.33,851645006144.0,592.99
Non-Alcoholic Sparkling,Non-Alcoholic,Nozecco Rose Spumante (Non-Alc),750,6,LGCF-ROSE-750x6,172.78,194.38,28.8,32.4,3500610134623.0,40.49
Non-Alcoholic Sparkling,Non-Alcoholic,Nozecco White Spumante (Non-Alc),750,6,LGCF-WHIT-750x6,172.78,194.38,28.8,32.4,3500610120015.0,40.49
Cocktail Mixers,Mixers,Daily Bar Ingredients Grenadine,1000,6,DAY-BGRN-1000x6,239.2,269.1,39.87,44.85,74806000502.0,56.06
Gin,Gin,Daily’s Bloody Mary Original 1000ml,1000,12,DAY-BLMR-1000x12,385.0,433.13,32.08,36.09,74806000472.0,44.96
Cocktail Mixers,Mixers,Daily Spout Mango 1000ml,1000,12,DAY-MANG-1000x12,400.4,450.45,33.37,37.54,74806002100.0,46.92
Cocktail Mixers,Mixers,Daily Spout Margarita 1000ml,1000,12,DAY-MARG-1000x12,400.4,450.45,33.37,37.54,74806000588.0,46.92
Cocktail Mixers,Mixers,Daily Spout Mojito 1000ml,1000,12,DAY-MOJO-1000x12,400.4,450.45,33.37,37.54,74806002124.0,46.92
Cocktail Mixers,Mixers,Daily Spout Peach 1000ml,1000,12,DAY-PECH-1000x12,400.4,450.45,33.37,37.54,74806000571.0,46.92
Cocktail Mixers,Mixers,Daily Spout Pina Colada 1000ml,1000,12,DAY-PICO-1000x12,400.4,450.45,33.37,37.54,74806000601.0,46.92
Cocktail Mixers,Mixers,Daily Spout Raspberry 1000ml,1000,12,DAY-RASP-1000x12,400.4,450.45,33.37,37.54,74806001066.0,46.92
Cocktail Mixers,Mixers,Daily Spout Strawberry 1000ml,1000,12,DAY-STRW-1000x12,400.4,450.45,33.37,37.54,74806000519.0,46.92
Cocktail Mixers,Mixers,Daily Bar Ingredients Triple Sec,1000,6,DAY-BTRS-1000x6,239.2,269.1,39.87,44.85,74806000465.0,56.06
Rum RTD,RTD,420 Haze Passion 275ml,275,24,HAZPS420-275x24,231.11,260.0,9.63,10.83,,13.5
Gin,Gin,420 Original 275ml,275,24,ORIG420-275x24,231.11,260.0,9.63,10.83,,13.5
